age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.47296408,0.5,0.2346238,0.7333333333333333,0.59132355,0.5,0.3571428571428571,0.4,1.0,1.0,0.011739814,0.02668049,0.43903646,0.975609756097561,1
0.28907567,0.875,0.5250712,0.0,0.056313623,0.5,1.0,0.0,0.75,1.0,4.9942514e-07,2.6311764e-07,0.13894793,1.0,1
0.35632467,0.5,0.24006344,0.5333333333333333,0.49302968,1.0,0.9285714285714285,0.2,1.0,1.0,0.005706446,6.240256e-05,0.26942232,0.6829268292682927,0
0.23420535,0.875,0.60621697,0.0,0.14045061,0.0,1.0,0.0,1.0,0.0,3.0838502e-11,1.28112425e-11,0.23499571,1.0,0
0.6176562,0.5,0.21205531,0.8,0.6695599,0.3333333333333333,0.42857142857142855,0.0,1.0,1.0,0.015022296,0.04731556,0.41997322,0.975609756097561,1
0.36692536,0.5,0.1916116,0.8,0.60993767,0.6666666666666666,0.2857142857142857,0.6000000000000001,1.0,1.0,0.0022283907,0.0031068956,0.37939224,0.951219512195122,1
0.1852822,0.25,0.59035814,0.4666666666666667,0.34848163,1.0,0.5,0.8,1.0,0.0,0.001380552,2.9445575e-06,0.1215426,0.7317073170731707,0
0.43060485,0.5,0.19606085,0.7333333333333333,0.6138096,0.6666666666666666,0.42857142857142855,0.4,1.0,1.0,0.009382604,0.019081315,0.37605384,0.926829268292683,0
0.4779438,0.75,0.14254278,0.2,0.3521234,0.16666666666666666,0.9285714285714285,0.2,0.25,1.0,2.4625182e-05,7.6260226e-06,0.40484607,0.951219512195122,0
0.31964913,0.375,0.4131217,0.6,0.4808468,0.8333333333333333,0.6428571428571428,0.6000000000000001,1.0,0.0,0.018395672,0.0019368181,0.30237812,0.8048780487804879,0
0.42815396,0.5,0.16765076,0.8,0.6411409,0.5,0.42857142857142855,0.4,1.0,1.0,0.0069369893,0.0133532,0.40141302,0.951219512195122,0
0.67794067,0.5,0.17163715,0.8666666666666667,0.6879841,0.3333333333333333,0.14285714285714285,0.2,1.0,1.0,0.004761349,0.0063427133,0.37949124,1.0,0
0.49654904,0.5,0.17948037,0.8,0.62780267,0.5,0.21428571428571427,0.4,1.0,1.0,0.0051569245,0.0067114467,0.38665992,0.975609756097561,0
0.4390138,0.75,0.14198735,0.2,0.25746575,0.3333333333333333,0.9285714285714285,0.2,0.0,1.0,7.1252485e-05,9.512939e-06,0.36517924,0.926829268292683,0
0.40421906,0.375,0.2497721,0.9333333333333333,0.62574524,0.8333333333333333,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0015879377,0.00016604179,0.22658284,0.926829268292683,0
0.4978612,0.375,0.19515257,0.9333333333333333,0.684643,0.6666666666666666,0.14285714285714285,0.8,1.0,0.0,0.00048651893,0.00028771683,0.29442745,0.975609756097561,0
0.28205842,0.5,0.35087144,0.4,0.3724073,0.8333333333333333,0.8571428571428571,0.4,1.0,0.0,0.020295247,0.00011681391,0.28749117,0.36585365853658536,0
0.43789372,0.625,0.1793943,0.3333333333333333,0.2412106,0.5,0.5,0.2,0.0,1.0,0.0015359891,0.00025644444,0.3494419,0.9024390243902439,0
0.55893713,0.5,0.21170989,0.8,0.5988967,0.5,0.14285714285714285,0.2,1.0,1.0,0.0068589626,0.01048923,0.36846116,0.975609756097561,0
0.49568248,0.5,0.34387738,0.8,0.6598489,0.6666666666666666,0.7857142857142857,0.4,1.0,0.0,0.026446974,0.0020851188,0.3881489,0.7073170731707318,1
0.46475694,0.625,0.1627309,0.6666666666666666,0.6254187,0.3333333333333333,0.9285714285714285,0.4,1.0,1.0,0.0007643335,0.00018607383,0.4847515,0.8780487804878049,0
0.49469826,0.5,0.21887842,0.7333333333333333,0.60146064,0.5,0.2857142857142857,0.4,1.0,1.0,0.012664963,0.030515231,0.38578388,0.975609756097561,0
0.44445533,0.625,0.21231523,0.13333333333333333,0.22772817,0.16666666666666666,0.7142857142857142,0.2,0.0,1.0,3.9157756e-05,2.1022895e-05,0.3589615,0.951219512195122,1
0.55171525,0.5,0.16454417,0.8,0.68547505,0.5,0.2857142857142857,0.2,1.0,1.0,0.0059376284,0.008876203,0.40964073,0.975609756097561,0
0.31067085,0.5,0.23286729,0.6666666666666666,0.557137,0.8333333333333333,0.6428571428571428,0.6000000000000001,1.0,1.0,0.0038788512,0.001963609,0.33838862,0.8780487804878049,0
0.50471234,0.5,0.232873,0.9333333333333333,0.6447574,0.6666666666666666,0.21428571428571427,0.6000000000000001,1.0,0.0,0.003938734,0.0029768136,0.33963016,0.951219512195122,0
0.5033909,0.5,0.18694925,0.8,0.6470553,0.5,0.2857142857142857,0.4,1.0,1.0,0.0052761035,0.007038239,0.4281391,0.975609756097561,0
0.6661665,0.375,0.15957709,1.0,0.76387453,0.5,0.0,0.4,1.0,0.0,0.0003195324,0.00016464778,0.25475648,1.0,0
0.34331077,0.25,0.3668683,0.9333333333333333,0.5240717,1.0,0.0,0.8,1.0,0.0,1.3839953e-06,2.0291981e-07,0.10915907,1.0,0
0.55091006,0.375,0.2556769,0.9333333333333333,0.66582185,0.6666666666666666,0.07142857142857142,0.4,1.0,0.0,0.00080040004,0.0005865722,0.25461784,1.0,1
0.685798,0.375,0.21918955,0.7333333333333333,0.574695,0.5,0.07142857142857142,0.2,1.0,1.0,0.009120336,0.005073938,0.35525343,1.0,0
0.5580624,0.375,0.27047697,0.8666666666666667,0.5666892,0.6666666666666666,0.07142857142857142,0.6000000000000001,1.0,0.0,0.0029369867,0.0022114024,0.29829058,1.0,0
