age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.6982715,0.5,0.17360678,0.5333333333333333,0.6849297,1.0,0.6428571428571428,0.4,1.0,0.0,0.0065963985,1.2821212e-05,0.1692766,1.0,1
0.13945694,0.625,0.0848745,1.0,0.5771898,0.3333333333333333,0.5,0.2,0.25,1.0,8.857127e-06,7.897973e-05,0.2289452,0.926829268292683,0
0.2725087,0.75,0.12988067,0.6,0.79454386,0.0,0.6428571428571428,0.8,1.0,0.0,2.5108943e-07,0.0011335361,0.29946294,0.975609756097561,0
0.21268524,0.625,0.10380792,0.9333333333333333,0.57630926,0.0,0.6428571428571428,0.8,1.0,0.0,0.0009824347,0.00081435696,0.31337434,0.975609756097561,0
0.296155,0.375,0.106107764,1.0,0.6059635,0.3333333333333333,0.42857142857142855,0.0,1.0,1.0,4.6889792e-05,4.6160485e-06,0.25055313,0.926829268292683,1
0.13330641,0.625,0.17205054,0.6,0.7977277,0.5,0.5,0.8,1.0,0.0,7.1139284e-06,0.002770918,0.2269022,0.975609756097561,0
0.57547563,0.5,0.09863093,0.8,0.55931026,0.5,0.6428571428571428,0.2,1.0,1.0,0.1256806,3.9991322e-05,0.23187372,0.6829268292682927,1
0.37886646,0.5,0.12884222,0.7333333333333333,0.53439313,0.3333333333333333,0.5714285714285714,0.0,1.0,1.0,0.0012583091,1.1236394e-05,0.33068332,0.926829268292683,0
0.25511727,0.625,0.12496205,1.0,0.58226854,0.6666666666666666,0.5,0.6000000000000001,0.25,1.0,6.488522e-07,0.00013516034,0.25704145,0.926829268292683,0
0.39232263,0.625,0.059092175,0.8,0.89221925,0.3333333333333333,0.5,0.0,1.0,1.0,2.5928695e-10,6.8502823e-22,0.35585064,1.0,1
0.41025466,0.0,0.07795916,0.6,0.6792128,0.0,0.0,0.6000000000000001,1.0,1.0,1.1389962e-05,9.446469e-07,0.3080575,1.0,0
0.045686804,0.375,0.13294771,0.7333333333333333,0.53029704,0.5,0.5714285714285714,0.2,1.0,0.0,7.808059e-06,6.2276067e-06,0.074085996,0.975609756097561,0
0.17236124,0.625,0.10407134,1.0,0.5965108,0.3333333333333333,0.5714285714285714,0.0,1.0,1.0,0.00024862113,0.00033892482,0.25436872,0.926829268292683,0
0.3343721,0.625,0.104287066,0.5333333333333333,0.7745585,0.3333333333333333,0.5714285714285714,0.0,1.0,1.0,2.324596e-06,2.5248111e-08,0.253324,0.951219512195122,0
