age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1.4678302e-15,0.0,7.283546e-24,0.0,1.4769735e-16,0.0,0.0,0.0,1.0,0.0,5.6926646e-21,1.20507274e-20,1.0,1.0,1
9.382077e-09,0.0,3.0834824e-13,0.0,2.6916323e-09,0.0,0.0,0.0,1.0,0.0,1.2966089e-11,1.835805e-11,0.99999857,1.0,0
1.3155383e-23,0.0,1.2390214e-36,0.0,3.1110221e-25,0.0,0.0,0.0,1.0,0.0,3.7152768e-32,1.0760275e-31,1.0,1.0,0
6.6142856e-09,0.0,1.4284929e-13,0.0,1.8700557e-09,0.0,0.0,0.0,1.0,0.0,7.447987e-12,1.0126469e-11,0.9999989,1.0,0
2.3006924e-11,0.0,1.7372747e-17,0.0,4.9913368e-12,0.0,0.0,0.0,1.0,0.0,1.8136074e-15,2.9539668e-15,1.0,1.0,0
9.062201e-13,0.0,1.502177e-19,0.0,1.4020767e-13,0.0,0.0,0.0,1.0,0.0,2.392576e-17,4.1786805e-17,1.0,1.0,0
0.00010763698,0.0,6.5246235e-07,0.0,5.960743e-05,0.0,0.0,0.0,1.0,0.0,3.486285e-06,3.978469e-06,0.9986546,1.0,1
3.037467e-13,0.0,2.2817897e-20,0.0,3.5202367e-14,0.0,0.0,0.0,1.0,0.0,1.8652175e-17,3.1793603e-17,1.0,1.0,0
4.6529714e-15,0.0,3.2525373e-23,0.0,4.681688e-16,0.0,0.0,0.0,1.0,0.0,2.854798e-20,5.239792e-20,1.0,1.0,0
7.1699136e-09,0.0,1.7375896e-13,0.0,1.9695858e-09,0.0,0.0,0.0,1.0,0.0,8.80891e-12,1.2569371e-11,0.9999989,1.0,1
2.5153373e-08,0.0,1.300725e-12,0.0,8.415944e-09,0.0,0.0,0.0,1.0,0.0,2.721644e-11,3.899646e-11,0.9999968,1.0,0
1.8591658e-09,0.0,1.9798103e-14,0.0,4.8333476e-10,0.0,0.0,0.0,1.0,0.0,1.0997163e-12,1.554189e-12,0.9999995,1.0,1
6.6445725e-12,0.0,2.5456006e-18,0.0,1.1593961e-12,0.0,0.0,0.0,1.0,0.0,3.8420565e-16,6.355635e-16,1.0,1.0,0
4.055087e-09,0.0,7.405723e-14,0.0,1.291075e-09,0.0,0.0,0.0,1.0,0.0,1.85082e-12,2.699103e-12,0.99999917,1.0,0
1.0971798e-11,0.0,6.457612e-18,0.0,2.02769e-12,0.0,0.0,0.0,1.0,0.0,7.557876e-16,1.2637232e-15,1.0,1.0,1
9.8040825e-11,0.0,1.8024813e-16,0.0,1.9828139e-11,0.0,0.0,0.0,1.0,0.0,1.3680541e-14,1.9979927e-14,1.0,1.0,0
1.2475669e-15,0.0,2.9906437e-24,0.0,1.3164767e-16,0.0,0.0,0.0,1.0,0.0,1.8391987e-21,3.33243e-21,1.0,1.0,0
2.5208872e-21,0.0,5.4829714e-33,0.0,6.550761e-23,0.0,0.0,0.0,1.0,0.0,1.4292041e-28,3.5677652e-28,1.0,1.0,0
2.8391716e-07,0.0,6.168362e-11,0.0,1.15646365e-07,0.0,0.0,0.0,1.0,0.0,1.0265331e-09,1.4270524e-09,0.99998295,1.0,0
7.424807e-09,0.0,2.1866793e-13,0.0,2.1153477e-09,0.0,0.0,0.0,1.0,0.0,1.3324735e-11,1.9335748e-11,0.9999989,1.0,0
2.03224e-08,0.0,7.9231814e-13,0.0,8.200098e-09,0.0,0.0,0.0,1.0,0.0,1.369863e-11,1.9212631e-11,0.9999974,1.0,0
1.3868271e-08,0.0,4.8030595e-13,0.0,4.400211e-09,0.0,0.0,0.0,1.0,0.0,2.0056167e-11,2.952373e-11,0.9999981,1.0,0
7.8831863e-10,0.0,5.0699606e-15,0.0,1.5978288e-10,0.0,0.0,0.0,1.0,0.0,5.3359156e-13,8.0649945e-13,0.99999976,1.0,0
0.00018776393,0.0,1.4835149e-06,0.06666666666666667,0.00010729798,0.0,0.0,0.0,1.0,0.0,1.1602927e-05,1.3611004e-05,0.99800545,1.0,0
3.3506524e-07,0.0,8.761995e-11,0.0,1.1955258e-07,0.0,0.0,0.0,1.0,0.0,1.8669053e-09,2.5856308e-09,0.99998057,1.0,0
3.7193953e-10,0.0,1.5445348e-15,0.0,8.1215625e-11,0.0,0.0,0.0,1.0,0.0,1.6557885e-13,2.330702e-13,0.9999999,1.0,0
0.00034467192,0.0,4.339571e-06,0.06666666666666667,0.00021242948,0.0,0.0,0.0,1.0,0.0,2.2197399e-05,2.6258918e-05,0.9968161,1.0,1
1.10404e-15,0.0,3.2635227e-24,0.0,9.547632e-17,0.0,0.0,0.0,1.0,0.0,3.8151153e-21,7.432455e-21,1.0,1.0,0
5.8425066e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
