age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.28512594,0.5,0.09682115,0.7333333333333333,0.52129227,0.3333333333333333,0.42857142857142855,0.0,1.0,1.0,0.00056369416,8.104906e-06,0.4452155,0.951219512195122,0
0.42639253,0.0,0.14944983,1.0,0.9317512,0.6666666666666666,0.7142857142857142,0.8,0.25,1.0,2.2724518e-05,2.3943252e-09,0.7292814,0.926829268292683,0
0.55029225,0.5,0.050861035,0.0,0.38158798,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,4.8760874e-05,3.393257e-07,0.47433355,0.975609756097561,1
0.2026356,0.5,0.1455995,0.6666666666666666,0.45868242,0.6666666666666666,0.6428571428571428,0.8,1.0,0.0,0.0025374985,4.4025217e-07,0.46310613,0.9024390243902439,0
0.29082924,0.625,0.10807342,0.6,0.64069533,0.3333333333333333,0.2857142857142857,0.0,1.0,1.0,0.0069254385,4.576874e-09,0.57214403,0.926829268292683,0
0.5074136,0.625,0.17141885,0.7333333333333333,0.5272919,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,5.4311413e-06,1.9118586e-06,0.5328474,0.975609756097561,1
0.7414835,0.625,0.18132694,0.26666666666666666,0.46075505,1.0,0.7142857142857142,0.8,1.0,0.0,8.159303e-07,2.6050437e-14,0.43409267,0.9024390243902439,1
0.4419845,0.25,0.17789064,0.7333333333333333,0.5279139,0.0,0.2857142857142857,0.2,1.0,1.0,0.0003026925,2.1127957e-16,0.54415077,0.975609756097561,1
0.18365826,0.5,0.2588,0.4666666666666667,0.7323623,0.6666666666666666,0.8571428571428571,0.2,0.5,1.0,0.000122551,2.452867e-10,0.5765058,0.951219512195122,1
0.012445837,0.5,0.06543335,1.0,0.59938896,0.6666666666666666,0.7142857142857142,0.6000000000000001,1.0,1.0,0.00023375908,1.2419506e-21,0.62050706,1.0,0
0.11657274,0.5,0.08064219,0.5333333333333333,0.7342462,0.6666666666666666,0.3571428571428571,0.4,1.0,1.0,0.00010836529,1.3179296e-15,0.5417855,0.12195121951219512,0
0.383276,0.625,0.11627919,0.8,0.54814714,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0036195472,3.639209e-09,0.5298104,0.926829268292683,0
0.08082848,0.625,0.08824671,0.7333333333333333,0.5229068,0.6666666666666666,0.9285714285714285,0.6000000000000001,1.0,1.0,0.0001509426,2.9297523e-13,0.47786847,0.975609756097561,0
0.6823601,0.5,0.06360474,0.6666666666666666,0.60011894,1.0,0.7142857142857142,0.2,1.0,0.0,0.00013568888,5.234629e-12,0.3614528,0.975609756097561,0
0.4176029,0.5,0.19854334,0.7333333333333333,0.5326066,1.0,0.6428571428571428,0.8,0.5,0.0,0.0001890244,8.915331e-08,0.44561812,0.951219512195122,0
0.3101921,0.5,0.23880309,0.7333333333333333,0.52536535,0.3333333333333333,0.7142857142857142,0.0,0.75,1.0,0.003558631,2.3590428e-05,0.46467137,0.926829268292683,0
0.26588538,0.5,0.12066504,1.0,0.60348815,0.3333333333333333,0.2857142857142857,1.0,1.0,0.0,0.0014640557,5.862375e-11,0.43029836,0.951219512195122,1
0.65112394,0.5,0.12962766,0.7333333333333333,0.5152111,0.6666666666666666,0.2857142857142857,0.2,1.0,1.0,0.36593264,8.911203e-15,0.34834552,0.975609756097561,1
